"lhs","op","rhs","label","est","se","z","pvalue","ci.lower","ci.upper"
"Z1","=~","x1","",1,0,NA,NA,1,1
"Z1","=~","x2","",-0.188387047612699,1.23884281800494,-0.152066948990415,0.879134131883574,-3.49818359237468,0.23354796027023
"Z1","=~","x3","",-0.171332069350858,1.17563531430209,-0.145735728815332,0.884130014957737,-3.1776113562532,1.02089425549509
"Z1","=~","x4","",5.86379189887985,6.86050009926153,0.8547178505997,0.392707365906351,0.455844330753933,26.8480298069243
"Z1","=~","x5","",6.89994024457973,8.93989312245553,0.771814623515825,0.440224229307444,0.313640188941457,37.7126020381024
"Z1","=~","x6","",3.6051407545871,5.57743325490988,0.646379900900375,0.518033353735269,-4.24236837613684,19.0669638251654
"Z1","=~","x7","",6.18275665663956,7.31212791057316,0.845548208709457,0.397804828193191,-4.1709680384473,24.5435292193751
"Z1","=~","x9","",-0.490018567173317,5.50295439655902,-0.089046452480094,0.929044992981317,-7.75215955310775,15.5970576687923
"Z1","=~","x10","",-1.21517758462913,6.7865009425537,-0.17905804403703,0.857892125526162,-18.1259570847855,8.95398054679293
"Z2","=~","x11","",1,0,NA,NA,1,1
"Z2","=~","x12","",1.07886025945199,1.54240775564148,0.699465012092922,0.484261471154181,-1.08753166072273,3.48115825901394
"Z2","=~","x13","",0.217969511606359,0.550280183144948,0.396106416845006,0.692026524702948,-0.75535869568528,0.812046259413634
"Z3","=~","x14","",1,0,NA,NA,1,1
"Z4","=~","x16","",1,0,NA,NA,1,1
"M1","~","Z1","a1",36.6403679306553,0.388365826777245,94.3449845592905,0,35.326941059935,36.9386174126968
"M1","~","Z2","a2",-5.81745366856029,8.25127330223897,-0.705037084031834,0.480787158399437,-28.6102372587748,0.878096291625147
"M1","~","Z3","a3",-3.21601007792029,4.3027996653783,-0.747422684769021,0.454808456422091,-15.1834734592462,2.30652719792654
"M1","~","Z4","a4",-1.99653041533254,3.06820870709546,-0.65071532152145,0.515230270894113,-9.32020514980782,1.71891795243147
"M2","~","Z1","b1",3.11380031031878,12.2796022716538,0.253575013378623,0.799823902244306,-12.8088054587738,40.2320255047768
"M2","~","Z2","b2",0.718410090397486,3.71796741069969,0.19322657006891,0.846781530927411,-1.02683040410674,5.52892914224242
"M2","~","Z3","b3",-0.0761916843409697,1.80369992884574,-0.0422418846519155,0.966305873218015,-3.69234337108944,1.75934440404987
"M2","~","Z4","b4",-0.226444057984085,1.8096311750792,-0.12513271273312,0.900418485808935,-4.13255561155579,0.408494786366809
"M3","~","Z1","d1",16.5990008526074,2.45664344917643,6.75678062201986,1.41091582861463e-11,11.3021635047705,21.6227061025716
"M3","~","Z2","d2",-2.39461892161265,4.10910869064204,-0.582758720173571,0.560055737484095,-14.1820624811382,1.60911937949533
"M3","~","Z3","d3",-1.01649734626517,2.01386441057178,-0.504749644975637,0.613734687384737,-6.56950035415356,1.72041629839954
"M3","~","Z4","d4",-0.993229043843657,1.47998531435276,-0.671107364520051,0.502152135745088,-4.54543806954922,0.59511785569518
"M4","~","Z1","l1",3.52497841949559,7.59753994731047,0.46396313068988,0.642674161071757,-7.64271705284253,25.3499138246293
"M4","~","Z2","l2",-0.501623299021488,2.83450616245247,-0.17697026228635,0.85953174812247,-3.41467714764702,2.55752585820438
"M4","~","Z3","l3",-0.236266195808357,1.27386847324923,-0.185471420927561,0.852859294156302,-2.23569883925612,0.926404295507259
"M4","~","Z4","l4",-0.479885264036782,0.949898273414733,-0.505196479946922,0.613420842433232,-2.165898661304,0.0627660865236795
"M5","~","Z1","k1",-1.59585543831362,6.36300662665542,-0.250802102205643,0.801967116190288,-8.74079584447233,10.8881097273926
"M5","~","Z2","k2",0.0959053085793441,2.09004288561338,0.0458867658838484,0.963400502361522,-1.40000984795791,2.55590906881062
"M5","~","Z3","k3",0.350402784786648,0.76905567159487,0.455627333272221,0.648657984417562,-1.13614742519397,1.25860347334824
"M5","~","Z4","k4",0.47447770732592,0.42839815652318,1.10756243952289,0.268050832333552,-0.243880108568474,1.19783766431683
"Y","~","M1","m1",-0.0714355764774292,0.430542192517095,-0.165920036918549,0.868219878871605,-0.739229600534758,1.01256446281829
"Y","~","M2","m2",-0.745438027071239,3.50505281234559,-0.212675262536883,0.831580262988378,-10.3612020794553,1.65851467560726
"Y","~","M3","m3",-0.0241743817811897,0.810125572496068,-0.0298402897055901,0.976194426523717,-1.11120034300543,1.82905224560541
"Y","~","M4","m4",-0.170110950563851,0.878179580487917,-0.193708615348739,0.846404045549279,-1.95299859519646,0.399711408405911
"Y","~","M5","m5",-0.0401265272679629,1.05907843675026,-0.0378881543383032,0.969776857737526,-1.01026183090543,0.530920046107326
"Y","~","Z1","c1",10.0252348003363,5.88241945681381,1.70427064474699,0.0883305365240796,-3.59148874428374,23.0908044865104
"Y","~","Z2","c2",0.883217950970937,12.52436600554,0.0705199728736972,0.943779804069238,-7.6083922677571,43.1697127612535
"Y","~","Z3","c3",-0.859322449829952,3.0924913234593,-0.277873843432066,0.781109203380668,-6.0283748755079,2.95585194729562
"Y","~","Z4","c4",-0.434921521469407,1.68205431706924,-0.258565681890226,0.795970364822903,-5.47168468521196,1.46999738389899
"x1","~~","x1","",0.23734803555677,0.0802386494608582,2.95802630218187,0.00309615704274213,0.0966724162537413,0.410280381280946
"x2","~~","x2","",0.0183917758052192,0.0129916414114077,1.41566221101744,0.156874427404137,0.0176210494507816,0.0579487168031228
"x3","~~","x3","",0.0362121834308065,0.0191263651253697,1.89331235670983,0.0583163428605133,0.0179949512290004,0.0848588152560288
