"lhs","op","rhs","label","est","se","z","pvalue","ci.lower","ci.upper"
"indirect_beta_Z3",":=","b3*m2","indirect_beta_Z3",0,0,NA,NA,0,0
"indirect_beta_Z4",":=","b4*m2","indirect_beta_Z4",38.7716028157769,34.8116663807191,1.11375314217222,0.265385104176364,-21.7664777318612,117.304566145549
"indirect_delta_Z1",":=","d1*m3","indirect_delta_Z1",11.0369112920023,18.5780722689426,0.594082697721712,0.552456802730185,-18.4885644361096,41.6255548957608
"indirect_delta_Z2",":=","d2*m3","indirect_delta_Z2",-8.0456203690454,16.1366780414843,-0.498592110988498,0.618066763939359,-51.5197965184943,10.1219519366747
"indirect_delta_Z3",":=","d3*m3","indirect_delta_Z3",0,0,NA,NA,0,0
"indirect_delta_Z4",":=","d4*m3","indirect_delta_Z4",-1.99202584443041,3.58630056618517,-0.555454236940707,0.57858400356503,-12.6563826503436,2.22479552313428
"indirect_lambda_Z1",":=","l1*m4","indirect_lambda_Z1",0.450733201843029,9.47581194769432,0.0475667103073634,0.962061563310195,-10.5319794093369,10.4686188911667
"indirect_lambda_Z2",":=","l2*m4","indirect_lambda_Z2",-0.00904954485459035,0.27467184049001,-0.03294675143417,0.973717050760951,-0.912385722631401,0.195937156737478
"indirect_lambda_Z3",":=","l3*m4","indirect_lambda_Z3",0,0,NA,NA,0,0
"indirect_lambda_Z4",":=","l4*m4","indirect_lambda_Z4",-0.00875045752946079,0.0798981957831488,-0.109520089204647,0.912789988728708,-0.259753078542847,0.0833856400768092
"indirect_kappa_Z1",":=","k1*m5","indirect_kappa_Z1",-3.34050159875205,7.40700943914583,-0.45099194569641,0.651995353965882,-11.6793826651109,12.5340107124213
"indirect_kappa_Z2",":=","k2*m5","indirect_kappa_Z2",-0.268473705079867,0.442998891847796,-0.606036967632207,0.544490205416448,-1.26557047756162,0.598134834456158
"indirect_kappa_Z3",":=","k3*m5","indirect_kappa_Z3",0,0,NA,NA,0,0
"indirect_kappa_Z4",":=","k4*m5","indirect_kappa_Z4",0.0101000398912676,0.158811793305948,0.0635975432366663,0.949290687997089,-0.428933604426531,0.20202115117088
"indirect_Z1_suoyouM_Y6",":=","a1*m1+b1*m2+d1*m3+l1*m4+k1*m5","indirect_Z1_suoyouM_Y6",-69.5100564554106,57.1153996832482,-1.21701076838998,0.223600118786843,-189.171648111665,35.9942950995344
"indirect_Z2_suoyouM_Y6",":=","a2*m1+b2*m2+d2*m3+l2*m4+k2*m5","indirect_Z2_suoyouM_Y6",159.069369161626,121.014345827211,1.31446704169067,0.188689082271132,-98.1018116818559,394.833766343583
"indirect_Z3_suoyouM_Y6",":=","a3*m1+b3*m2+d3*m3+l3*m4+k3*m5","indirect_Z3_suoyouM_Y6",0,0,NA,NA,0,0
"indirect_Z4_suoyouM_Y6",":=","a4*m1+b4*m2+d4*m3+l4*m4+k4*m5","indirect_Z4_suoyouM_Y6",35.7851146510268,30.202259003319,1.18484894282558,0.236077177483519,-17.8741034915595,102.729263897108
"indirect_suoyouZ_M1_Y6",":=","a1*m1+a2*m1+a3*m1+a4*m1","indirect_suoyouZ_M1_Y6",-11.7066353051399,18.1732025132886,-0.64417018940827,0.519465079502854,-58.1985245844225,15.4286942039218
"indirect_suoyouZ_M2_Y6",":=","b1*m2+b2*m2+b3*m2+b4*m2","indirect_suoyouZ_M2_Y6",139.217739648337,112.885096290849,1.23326944142956,0.217475254991903,-86.272936841316,373.578000601867
"indirect_suoyouZ_M3_Y6",":=","d1*m3+d2*m3+d3*m3+d4*m3","indirect_suoyouZ_M3_Y6",0.99926507852652,15.9951568550467,0.0624729777633434,0.950186180515601,-47.2124636952971,13.7499179150955
"indirect_suoyouZ_M4_Y6",":=","l1*m4+l2*m4+l3*m4+l4*m4","indirect_suoyouZ_M4_Y6",0.432933199458978,9.3181480675621,0.0464612921280017,0.962942585157225,-10.4399172222547,10.035032010208
"indirect_suoyouZ_M5_Y6",":=","k1*m5+k2*m5+k3*m5+k4*m5","indirect_suoyouZ_M5_Y6",-3.59887526394065,7.36470074759315,-0.488665512324692,0.625078523861057,-11.9505520695658,11.8754955952248
"total_indirect",":=","indirect_alpha_Z1+indirect_alpha_Z2+indirect_alpha_Z3+indirect_alpha_Z4+indirect_beta_Z1+indirect_beta_Z2+indirect_beta_Z3+indirect_beta_Z4+indirect_delta_Z1+indirect_delta_Z2+indirect_delta_Z3+indirect_delta_Z4+indirect_lambda_Z1+indirect_lambda_Z2+indirect_lambda_Z3+indirect_lambda_Z4+indirect_kappa_Z1+indirect_kappa_Z2+indirect_kappa_Z3+indirect_kappa_Z4","total_indirect",125.344427357242,93.8195485781394,1.3360160995962,0.181544011131368,-72.073745413421,302.426962696426
"total_effect",":=","c1+c2+c3+c4+total_indirect","total_effect",140.885924618674,87.5522118219122,1.60916465371824,0.107580343017053,-46.1075535668351,312.146559508691
