"lhs","op","rhs","label","est","se","z","pvalue","ci.lower","ci.upper"
"Z1","=~","x1","",1,0,NA,NA,1,1
"Z1","=~","x4","",46.649887862483,2.2786853640228,20.4722813421363,0,40.5342721202453,49.9572518170213
"Z1","=~","x5","",15.7977403746327,12.3983527436741,1.2741805868278,0.202599423580526,2.48249569358859,51.7253815471018
"Z1","=~","x6","",11.0788887939129,14.1512121065621,0.782893275182803,0.433689786859832,-11.4072967384942,42.7283085042203
"Z1","=~","x7","",28.10848141396,5.95825766408897,4.71756728202151,2.38681478248459e-06,11.3018805459367,38.0974989130532
"Z1","=~","x9","",-0.713625575577693,44.6383593059416,-0.0159868235901472,0.987244903604918,-113.023454264054,44.636868701387
"Z1","=~","x10","",-2.77379417940256,15.2062493958474,-0.182411461708634,0.855259831564156,-28.5355917989639,28.3178301232261
"Z2","=~","x11","",1,0,NA,NA,1,1
"Z2","=~","x12","",0.260821053249958,0.546033412674422,0.477665005832665,0.632888655079019,-0.746101230836518,1.39160483937758
"Z2","=~","x13","",-0.148476253544056,0.625623055849978,-0.237325418485953,0.812404344205462,-1.41636249337,1.12028946806433
"Z3","=~","Z3","",0,0,NA,NA,0,0
"Z4","=~","x16","",1,0,NA,NA,1,1
"M1","~","Z1","a1",12.2286037049833,15.7258319003403,0.777612515667211,0.436797480441392,-28.4110871192336,38.833590089955
"M1","~","Z2","a2",7.04945093739199,4.12256181153286,1.70996852434599,0.0872716936280882,3.34274921911807,18.5914893954189
"M1","~","Z3","a3",0,0,NA,NA,0,0
"M1","~","Z4","a4",2.10135482081921,1.65160610224334,1.27230991576319,0.203263026864151,0.0489959421281446,6.74944420872678
"M2","~","Z1","b1",-36.9713431165674,0.371073408644271,-99.6335017689449,0,-38.0182514166495,-36.4543748521968
"M2","~","Z2","b2",57.7403739330467,0.289923155176094,199.157510885863,0,57.4283167035699,58.541967334262
"M2","~","Z3","b3",0,0,NA,NA,0,0
